word,reading,meaning
侵入する,しんにゅうする,to intrude; to break in; to invade
のぞく,,to peek; to peep; to look into
みしらぬ,,unfamiliar; unknown; strange
近寄る,ちかよる,to approach; to come near; to get close
縮まる,ちぢまる,to shrink; to shorten; to narrow
無理やり,むりやり,forcibly; by force; against one's will
捜査する,そうさする,to investigate; to conduct a search
確定する,かくていする,to confirm; to determine; to finalize
明らかな,あきらかな,clear; obvious; evident
一致する,いっちする,to match; to agree; to coincide
自ら,みずから,oneself; by oneself; personally
居場所,いばしょ,whereabouts; location; place where one belongs
持ち主,もちぬし,owner; possessor
あくまでも,,to the last; persistently; stubbornly; at all costs
実に,じつに,truly; indeed; really; in fact
困難な,こんなんな,difficult; hard; troublesome
改める,あらためる,to reform; to correct; to revise; to change
ようやく,,finally; at last; barely; with difficulty
発生する,はっせいする,to occur; to break out; to arise
相次ぐ,あいつぐ,to follow one after another; to occur in succession
飛び出す,とびだす,to jump out; to rush out; to dart out
一瞬,いっしゅん,a moment; an instant; a split second
あり得ない,ありえない,impossible; unthinkable; out of the question
荒っぽい,あらっぽい,rough; wild; crude; aggressive
少年,しょうねん,boy; juvenile; youth
取り締まり,とりしまり,control; regulation; crackdown; enforcement
防止する,ぼうしする,to prevent; to stop; to guard against
事情,じじょう,circumstances; situation; reasons
有無,うむ,presence or absence; whether or not; yes or no
目撃する,もくげきする,to witness; to see (an incident)
判断する,はんだんする,to judge; to decide; to determine
見逃す,みのがす,to overlook; to miss; to let pass
行方,ゆくえ,whereabouts; destination; fate
未だに,いまだに,still; even now; yet
不明な,ふめいな,unknown; unclear; unidentified
過失,かしつ,negligence; fault; error; oversight
誤る,あやまる,to make a mistake; to err; to go wrong
もめる,,to quarrel; to have a dispute; to be in conflict
予期する,よきする,to expect; to anticipate; to foresee
流す,ながす,to wash away; to broadcast; to let flow
爆発する,ばくはつする,to explode; to blow up; to burst
抜く,ぬく,to pull out; to extract; to surpass
火災,かさい,fire; conflagration
消防車,しょうぼうしゃ,fire truck; fire engine
少なくとも,すくなくとも,at least; at a minimum
救助する,きゅうじょする,to rescue; to save; to aid
可能性,かのうせい,possibility; potential; likelihood
人間性,にんげんせい,humanity; human nature; personality
国民性,こくみんせい,national character; characteristics of a people
将来性,しょうらいせい,future potential; prospects
必要性,ひつようせい,necessity; need; importance
重要性,じゅうようせい,importance; significance
多様性,たようせい,diversity; variety
危険性,きけんせい,danger; risk; hazard
安全性,あんぜんせい,safety; security
植物性,しょくぶつせい,plant-based; vegetable; of plant origin
動物性,どうぶつせい,animal-based; of animal origin
政策,せいさく,policy; measure; political strategy
治める,おさめる,to govern; to rule; to manage
政党,せいとう,political party
掲げる,かかげる,to raise; to hold up; to advocate; to display
外交,がいこう,diplomacy; foreign relations
コメントする,,to comment; to make a statement
発言する,はつげんする,to speak; to make a statement; to express an opinion
国会,こっかい,National Diet; parliament; congress
議論する,ぎろんする,to discuss; to debate; to argue
延びる,のびる,to extend; to be postponed; to grow
大臣,だいじん,minister; cabinet minister
議員,ぎいん,member of parliament; legislator; assembly member
選挙する,せんきょする,to elect; to hold an election
演説する,えんぜつする,to give a speech; to make a public address
支持する,しじする,to support; to back; to endorse
各々,おのおの,each; respectively; individually
ばく大な,ばくだいな,enormous; vast; huge
不正な,ふせいな,unjust; illegal; fraudulent; improper
思想,しそう,thought; ideology; idea
改正する,かいせいする,to revise; to amend; to reform
実施する,じっしする,to implement; to carry out; to enforce
要素,ようそ,element; factor; component
成立する,せいりつする,to be established; to come into effect; to hold
事実,じじつ,fact; truth; reality
隠す,かくす,to hide; to conceal; to keep secret
抱える,かかえる,to hold; to carry; to have (a problem)
支配する,しはいする,to control; to dominate; to rule
非難する,ひなんする,to criticize; to blame; to condemn
要求する,ようきゅうする,to demand; to request; to require
デモする,,to demonstrate; to hold a protest
およそ,,approximately; about; roughly
関連する,かんれんする,to be related; to be connected; to be associated
新鮮み,しんせんみ,freshness; sense of novelty
強み,つよみ,strength; strong point; advantage
弱み,よわみ,weakness; weak point; vulnerability
温かみ,あたたかみ,warmth; warmness; human warmth
ありがたみ,,appreciation; value; sense of gratitude
深み,ふかみ,depth; profundity; deep place
反映する,はんえいする,to reflect; to mirror; to be reflected in
貢献する,こうけんする,to contribute; to make a contribution
寄付する,きふする,to donate; to make a donation
平等な,びょうどうな,equal; fair; impartial
復興する,ふっこうする,to reconstruct; to recover; to revive
義務,ぎむ,duty; obligation; responsibility
制度,せいど,system; institution; framework
景気,けいき,economic conditions; business climate
インフレ,,inflation
加速する,かそくする,to accelerate; to speed up
上回る,うわまわる,to exceed; to surpass; to go above
予測する,よそくする,to predict; to forecast; to project
見解,けんかい,view; opinion; perspective
増す,ます,to increase; to grow; to add to
水準,すいじゅん,level; standard; watermark
深刻な,しんこくな,serious; grave; severe
呼びかける,よびかける,to call out to; to appeal to; to urge
世間,せけん,society; the world; public
驚かす,おどろかす,to surprise; to astonish; to startle
ニーズ,,needs; demand
了承する,りょうしょうする,to consent; to approve; to acknowledge
個人情報,こじんじょうほう,personal information; personal data
プライバシー,,privacy
定着する,ていちゃくする,to take root; to become established; to settle
両立する,りょうりつする,to be compatible; to balance; to manage both
システム,,system
煙,けむり,smoke; fumes
公,おおやけ,public; official; open
マスコミ,,mass media; the press
メディア,,media
取材する,しゅざいする,to cover (news); to gather information; to report
報道する,ほうどうする,to report (news); to cover; to broadcast
中継する,ちゅうけいする,to relay; to broadcast live; to transmit
訂正する,ていせいする,to correct; to rectify; to amend
ただちに,,immediately; at once; right away
コマーシャル,,commercial; advertisement
国旗,こっき,national flag
様々な,さまざまな,various; diverse; all kinds of
国籍,こくせき,nationality; citizenship
先進国,せんしんこく,developed country; advanced nation
呼称,こしょう,name; designation; title; form of address
宗教,しゅうきょう,religion; faith
異文化,いぶんか,different culture; cross-cultural
否定する,ひていする,to deny; to negate; to reject
移民する,いみんする,to immigrate; to emigrate; to migrate
味方,みかた,ally; supporter; one's side
権利,けんり,right; entitlement; privilege
支援する,しえんする,to support; to aid; to assist
飢える,うえる,to starve; to be hungry; to hunger for
占める,しめる,to occupy; to account for; to hold
かつて,,once; formerly; in the past
主張する,しゅちょうする,to claim; to assert; to insist
交渉する,こうしょうする,to negotiate; to discuss; to talk
比較する,ひかくする,to compare; to contrast
危機,きき,crisis; emergency; critical moment
テロ,,terrorism; terror attack
悲劇,ひげき,tragedy; tragic event
現に,げんに,actually; in fact; really
少子化,しょうしか,declining birthrate; falling birth rate
主に,おもに,mainly; primarily; chiefly
環境,かんきょう,environment; surroundings
温暖化,おんだんか,global warming; warming
開発する,かいはつする,to develop; to create; to exploit
調査する,ちょうさする,to investigate; to survey; to research
エネルギー,,energy
無限な,むげんな,infinite; unlimited; endless
節電する,せつでんする,to save electricity; to conserve power
エコ,,eco; eco-friendly; ecological
省エネ,しょうエネ,energy saving; energy conservation
汚染する,おせんする,to pollute; to contaminate
面積,めんせき,area; surface area
守る,まもる,to protect; to defend; to keep
めでたさ,,auspiciousness; joyfulness; celebratory feeling
良さ,よさ,goodness; merit; virtue; appeal
美しさ,うつくしさ,beauty; loveliness
静かさ,しずかさ,quietness; stillness; tranquility
優しさ,やさしさ,kindness; gentleness; tenderness
美味しさ,おいしさ,deliciousness; tastiness
和風,わふう,Japanese style; Japanese taste
西洋風,せいようふう,Western style
OL風,OLふう,office lady style
サラリーマン風,サラリーマンふう,salaryman style; businessman look
学生風,がくせいふう,student style; student look
人柄,ひとがら,personality; character; personal qualities
性質,せいしつ,nature; character; disposition; property
向く,むく,to suit; to be fit for; to face toward
温厚な,おんこうな,gentle; mild-mannered; good-natured
社交的な,しゃこうてきな,sociable; outgoing; social
活発な,かっぱつな,active; lively; energetic
頑固な,がんこな,stubborn; obstinate; headstrong
素朴な,そぼくな,simple; plain; unsophisticated; naive
無邪気な,むじゃきな,innocent; naive; carefree; childlike
謙虚な,けんきょな,humble; modest; unassuming
無口な,むくちな,quiet; taciturn; of few words
人見知りする,ひとみしりする,to be shy around strangers; to be reserved with new people
おく病な,おくびょうな,cowardly; timid; fainthearted
大胆な,だいたんな,bold; daring; audacious
ならならしい,,impudent; cheeky; presumptuous
厚かましい,あつかましい,shameless; brazen; impudent
欲張りな,よくばりな,greedy; avaricious; covetous
ねばり強い,ねばりづよい,persistent; tenacious; patient
大ざっぱな,おおざっぱな,rough; broad; careless; not detail-oriented
だらしない,,slovenly; sloppy; loose; undisciplined
ルーズな,,loose; sloppy; irresponsible
短気な,たんきな,short-tempered; quick-tempered; impatient
ひきょうな,,cowardly; sneaky; underhanded
プライド,,pride; self-esteem
典型的な,てんけいてきな,typical; classic; representative
要領,ようりょう,knack; point; gist; efficiency
乗り,のり,momentum; enthusiasm; groove; flow
物事,ものごと,things; matters; everything
反面,はんめん,on the other hand; the other side; flip side
無意味,むいみ,meaningless; pointless; senseless
無関心,むかんしん,indifference; lack of interest; apathy
無許可,むきょか,unauthorized; without permission
無関係,むかんけい,unrelated; irrelevant; having no connection
無意識,むいしき,unconscious; unaware; involuntary
無計画,むけいかく,without a plan; unplanned; haphazard
無差別,むさべつ,indiscriminate; without distinction
無制限,むせいげん,unlimited; unrestricted; without limit
無免許,むめんきょ,unlicensed; without a license
無表情,むひょうじょう,expressionless; blank-faced; deadpan
無遠慮,ぶえんりょ,inconsiderate; rude; without reserve
無作法,ぶさほう,bad manners; rudeness; impoliteness
無愛想,ぶあいそう,unfriendly; cold; unsociable; curt
快適な,かいてきな,comfortable; pleasant; agreeable
快い,こころよい,pleasant; agreeable; refreshing
心地よい,ここちよい,comfortable; pleasant; soothing
すがすがしい,,refreshing; fresh; invigorating
リフレッシュする,,to refresh; to feel refreshed; to recharge
穏やかな,おだやかな,calm; gentle; mild; peaceful
心強い,こころづよい,reassuring; encouraging; heartening
恋しい,こいしい,longing for; missing; dear
前向き,まえむき,positive; forward-looking; optimistic
めでたい,,happy; auspicious; joyful; celebratory
ラッキーな,,lucky; fortunate
幸福な,こうふくな,happy; blissful; fortunate
張り切り,はりきり,enthusiasm; high spirits; eagerness
わくわくする,,to be excited; to feel thrilled; to be eager
そわそわする,,to be restless; to be fidgety; to be anxious
うっとりする,,to be enchanted; to be captivated; to be in a daze
すっとする,,to feel refreshed; to feel relieved; to feel clear
気分転換する,きぶんてんかんする,to change one's mood; to take a break; to refresh oneself
不可能,ふかのう,impossible; not possible
不自然,ふしぜん,unnatural; artificial; forced
不景気,ふけいき,recession; economic slump; bad times
不公平,ふこうへい,unfair; unjust; inequitable
不必要,ふひつよう,unnecessary; needless; uncalled for
不安全,ふあんぜん,unsafe; insecure; dangerous
不自由,ふじゆう,inconvenient; restricted; lacking freedom
不人気,ふにんき,unpopular; not well-liked
不まじめ,ふまじめ,insincere; not serious; irresponsible
不合格,ふごうかく,failure; not passing; rejection
不安定,ふあんてい,unstable; unsteady; insecure
不透明,ふとうめい,opaque; unclear; non-transparent
ゆううつな,ゆううつな,depressed; gloomy; melancholic
みじめな,,miserable; wretched; pitiful
つらい,,painful; hard; tough; distressing
心細い,こころぼそい,lonely; helpless; uneasy; insecure
弱気な,よわきな,timid; lacking confidence; bearish
落ち込む,おちこむ,to feel down; to be depressed; to sink
失望する,しつぼうする,to be disappointed; to lose hope
切望する,せつぼうする,to long for; to yearn for; to desperately wish
傷つく,きずつく,to be hurt; to be wounded; to be damaged
わずらわしい,,troublesome; annoying; complicated; bothersome
うんざりする,,to be fed up; to be sick of; to be disgusted
戸惑う,とまどう,to be confused; to be bewildered; to be at a loss
ためらう,,to hesitate; to waver; to hold back
申し訳ない,もうしわけない,I'm sorry; inexcusable; I have no excuse
すまない,,I'm sorry; inexcusable (casual)
仕方がない,しかたがない,it can't be helped; there's no choice; nothing to be done
しまった,,oh no!; darn!; I've made a mistake
恐る,おそる,to fear; to be afraid of; to dread
情けない,なさけない,pathetic; shameful; deplorable; disappointing
恥,はじ,shame; embarrassment; disgrace
別に,べつに,not particularly; not especially; nothing in particular
構わない,かまわない,it doesn't matter; I don't mind; no problem
はきはきする,,to be clear and decisive; to speak clearly; to be crisp
清潔な,せいけつな,clean; hygienic; neat; pure
客観的な,きゃっかんてきな,objective; impartial; unbiased
冷静な,れいせいな,calm; cool-headed; composed; rational
もっともな,,reasonable; natural; understandable; valid
謙そんする,けんそんする,to be humble; to be modest; to show humility
若々しい,わかわかしい,youthful; young-looking; fresh
ユニークな,,unique; one-of-a-kind; original
唯一,ゆいいつ,only; sole; unique; one and only
洗練する,せんれんする,to refine; to polish; to sophisticate
品,しな / ひん,item; goods; elegance; grace; quality
広々する,ひろびろする,to be spacious; to feel open and wide
ふわふわな,,fluffy; light; airy; floating
断然,だんぜん,by far; definitely; absolutely; decisively
結構な,けっこうな,fine; splendid; quite good; considerable
見事な,みごとな,splendid; magnificent; brilliant; impressive
貴重な,きちょうな,precious; valuable; rare
質素な,しっそな,simple; frugal; modest; plain
同様な,どうような,similar; same; alike; equivalent
非日常,ひにちじょう,non-everyday; extraordinary; out of the ordinary
非公開,ひこうかい,private; not open to the public; closed
非公式,ひこうしき,unofficial; informal
非常識,ひじょうしき,lack of common sense; absurd; outrageous
非科学,ひかがく,unscientific; non-scientific
未使用,みしよう,unused; not yet used
未確認,みかくにん,unconfirmed; unverified
未解決,みかいけつ,unsolved; unresolved; pending
未開発,みかいはつ,undeveloped; unexplored
未完成,みかんせい,incomplete; unfinished
未経験,みけいけん,inexperienced; without experience
未成年,みせいねん,minor; underage person
憎らしい,にくらしい,hateful; detestable; annoying
強引な,ごういんな,forceful; pushy; coercive; high-handed
うっとうしい,,gloomy; depressing; annoying; oppressive
やっかいな,,troublesome; bothersome; difficult to deal with
とんでもない,,outrageous; absurd; unthinkable; not at all
安易な,あんいな,easy; simplistic; careless; taking the easy way out
無難な,ぶなんな,safe; acceptable; inoffensive; unobjectionable
平凡な,へいぼんな,ordinary; mediocre; commonplace; average
みっともない,,shameful; disgraceful; embarrassing to look at
見苦しい,みぐるしい,unsightly; ugly; unpleasant to look at
みにくい,,ugly; unattractive; unsightly
ぼろぼろな,,worn out; tattered; crumbling; falling apart
あわれな,,pitiful; pathetic; miserable; poor
乏しい,とぼしい,scarce; lacking; poor; meager
中途半ばな,ちゅうとはんばな,halfway; incomplete; half-done; unfinished
まごまごする,,to be flustered; to be at a loss; to fumble
矛盾する,むじゅんする,to contradict; to be inconsistent; to be paradoxical
にやにやする,,to grin; to smirk; to smile to oneself
でこぼこな,,uneven; bumpy; rough; irregular
それなり,,in its own way; accordingly; to that extent; as expected
気が早い,きがはやい,to be hasty; to be impatient; to jump the gun
気が重い,きがおもい,to feel heavy-hearted; to feel reluctant; to dread
気が合う,きがあう,to get along well; to be on the same wavelength
気が利く,きがきく,to be thoughtful; to be considerate; to be attentive
気が付く,きがつく,to notice; to realize; to become aware of
気が強い,きがつよい,to be strong-willed; to be assertive; to have a strong spirit
気が小さい,きがちいさい,to be timid; to be faint-hearted; to be easily scared
気を遣う,きをつかう,to be considerate; to be careful; to go out of one's way
気が進まない,きがすすまない,to be reluctant; to not feel like doing; to be unenthusiastic
気にかかる,きにかかる,to weigh on one's mind; to be worried about; to be concerned
気にくわない,きにくわない,to dislike; to be dissatisfied with; to not be to one's taste
心が通う,こころがかよう,to have a mutual understanding; to connect emotionally; hearts to meet
心が狭い,こころがせまい,to be narrow-minded; to be petty; to be intolerant
心が動く,こころがうごく,to be moved; to be touched; to feel one's heart stir
心を配る,こころをくばる,to be attentive; to take care; to be considerate
心を引かれる,こころをひかれる,to be attracted to; to be drawn to; to be fascinated by
心を許す,こころをゆるす,to open one's heart; to trust completely; to let one's guard down
胸が痛む,むねがいたむ,to feel heartache; to feel pain in one's heart; to be distressed
胸が一杯になる,むねがいっぱいになる,to be overwhelmed with emotion; to have a lump in one's throat
頭が痛い,あたまがいたい,to have a headache; to be troubled by; to be at one's wit's end
頭が固い,あたまがかたい,to be stubborn; to be inflexible; to be closed-minded
頭にくる,あたまにくる,to get angry; to be infuriated; to lose one's temper
頭が下がる,あたまがさがる,to be filled with admiration; to take one's hat off to; to deeply respect
顔が広い,かおがひろい,to have a wide circle of acquaintances; to be well-connected; to know many people
顔を出す,かおをだす,to show up; to make an appearance; to drop by
目がない,めがない,to have a weakness for; to be crazy about; to love something
目が離せない,めがはなせない,cannot take one's eyes off; to require constant attention
目が回る,めがまわる,to be dizzy; to be extremely busy; to be overwhelmed
目に浮かぶ,めにうかぶ,to come to mind; to picture vividly; to visualize
目にする,めにする,to see; to come across; to catch sight of
目に付く,めにつく,to catch one's eye; to stand out; to be noticeable
目を疑う,めをうたがう,to not believe one's eyes; to be astonished at what one sees
目を向ける,めをむける,to turn one's attention to; to look toward; to focus on
目を通す,めをとおす,to look through; to glance over; to skim
耳が痛い,みみがいたい,to be hard to hear (because it hits close to home); to be a painful truth
耳が遠い,みみがとおい,to be hard of hearing; to be a little deaf
耳にする,みみにする,to hear; to come to one's ears; to catch wind of
耳を傾ける,みみをかたむける,to listen carefully; to lend an ear; to pay attention
耳を疑う,みみをうたがう,to not believe one's ears; to be shocked by what one hears
口がうまい,くちがうまい,to be smooth-talking; to be persuasive; to have a silver tongue
口が堅い,くちがかたい,to be tight-lipped; to be discreet; to keep secrets well
口が軽い,くちがかるい,to be loose-lipped; to talk too much; to be indiscreet
口が重い,くちがおもい,to be reserved in speech; to be slow to speak; to be taciturn
口が滑べる,くちがすべる,to let something slip; to say something unintentionally
口が悪い,くちがわるい,to have a sharp tongue; to be foul-mouthed; to speak harshly
口にする,くちにする,to say; to mention; to eat or drink
口に合う,くちにあう,to suit one's taste; to be to one's liking (food)
口を出す,くちをだす,to interfere; to butt in; to have a say
手がふさがる,てがふさがる,to have one's hands full; to be busy; to be occupied
手が空く,てがあく,to have free time; to be available; to have one's hands free
手がかかる,てがかかる,to require a lot of effort; to be demanding; to be high-maintenance
手が離せない,てがはなせない,to be unable to stop what one is doing; to have one's hands tied
手に入れる,てにいれる,to obtain; to acquire; to get hold of
手にする,てにする,to hold; to get; to obtain
手につかない,てにつかない,to be unable to concentrate; to not be able to focus on work
手をつける,てをつける,to start on; to begin; to touch
手を貸す,てをかす,to lend a hand; to help; to assist
手を休める,てをやすめる,to take a break; to rest one's hands; to pause work
手を抜く,てをぬく,to cut corners; to slack off; to do a sloppy job
腕がいい,うでがいい,to be skilled; to be talented; to be good at what one does
腕を磨く,うでをみがく,to hone one's skills; to improve one's abilities; to polish one's craft
腕が上がる,うでがあがる,to improve one's skills; to get better; to level up
肩を落とす,かたをおとす,to be disappointed; to be dejected; to slump one's shoulders
腹がたつ,はらがたつ,to get angry; to be irritated; to lose one's temper
腹を抱える,はらをかかえる,to hold one's sides (laughing); to laugh uncontrollably
足が出る,あしがでる,to go over budget; to be in the red; to exceed the limit
足を伸ばす,あしをのばす,to go a little further; to extend one's trip; to stretch one's legs
足を運ぶ,あしをはこぶ,to make a trip to; to go out of one's way to visit; to come
足を引っ張る,あしをひっぱる,to hold someone back; to drag someone down; to be a hindrance
何かと,なにかと,in various ways; one thing or another; for various reasons
何だかんだ,なんだかんだ,one way or another; this and that; when all is said and done
なぜか,,for some reason; somehow; I don't know why
何だか,なんだか,somehow; for some reason; I'm not sure why
何しろ,なにしろ,anyway; in any case; after all; above all
何とも,なんとも,quite; really; (not) at all; indescribably
どうか,,please; somehow; I hope; whether or not
どうにか,,somehow; one way or another; barely; just about
どうしても,,no matter what; by all means; absolutely; inevitably
どうせ,,anyway; in any case; after all; it's no use
どうやら,,it seems; apparently; somehow; it looks like
とにかく,,anyway; at any rate; in any case; regardless
とても,,very; extremely; quite; (not) at all
より,,more than; rather than; from; than
いかに,,how; in what way; however; no matter how
いかにも,,indeed; truly; really; just as expected
それで,,so; therefore; and then; as a result
そこで,,so; therefore; accordingly; at that point
すると,,then; and then; thereupon; as a result
なぜなら,,because; the reason is; that is because
というのも,,the reason is; because; that is to say
つまり,,in other words; that is to say; in short; to sum up
いわゆる,,so-called; what is called; known as
その上,そのうえ,moreover; in addition; furthermore; on top of that
そればかりか,,not only that; moreover; what's more; on top of that
しかも,,moreover; furthermore; and yet; what's more
また,,also; again; moreover; in addition
しかし,,however; but; nevertheless; yet
ところが,,however; but; even so; on the contrary
それでも,,even so; nevertheless; still; and yet
（しれ）にもかかわらず,,despite; in spite of; regardless of; notwithstanding
そうはいっても,,even so; that said; having said that; be that as it may
それにしては,,for; considering; given that; even so
一方,いっぽう,on the other hand; meanwhile; one side; at the same time
ただ,,however; but; only; just; merely
ただし,,however; provided that; but; with the condition that
なお,,furthermore; still; in addition; it should be noted that
または,,or; either; alternatively
それとも,,or; or else; otherwise; alternatively
ところで,,by the way; incidentally; changing the subject
さて,,well; now then; so; right
それでは,,well then; in that case; if so; goodbye
